calibre_id,title,authors,publisher,year,subjects,topic_tags,rating,formats,description
362,The Mystique of Enlightenment: The Radical Ideas of U.G. Krishnamurti,U. G. Krishnamurti,Sentient Publications,2002,,,6,epub; lit; mobi,"A scathing critique of contemporary spirituality by one its most unusual figures. From Publishers Weekly Although U.G. Krishnamurti claims that enlightenment can neither be described by language nor attained by practices or preparations of any sort, this book ironically enough offers his ideas on the subject. Krishnamurti prefers the term ""natural state"" to ""enlightenment"" because it occurs in spi…"
271,The Mystique of Enlightenment: The Radical Ideas of U.G. Krishnamurti,U. G. Krishnamurti,Sentient Publications,2002,,,6,epub; mobi,"A scathing critique of contemporary spirituality by one its most unusual figures. From Publishers Weekly Although U.G. Krishnamurti claims that enlightenment can neither be described by language nor attained by practices or preparations of any sort, this book ironically enough offers his ideas on the subject. Krishnamurti prefers the term ""natural state"" to ""enlightenment"" because it occurs in spi…"
263,Thought Is Your Enemy Conversations With U.G. Krishnamurti,U. G. Krishnamurti; Mahesh Bhatt,Winsome Books India,2009,,,8,epub; mobi,"This is another book exploring the mind of U.G. About the Author Uppaluri Gopala Krishnamurti (July 9, 1918 March 22, 2007), better known as U.G. Krishnamurti, or just U.G., was a man of Indian descent who, while claiming to have no message, generated a great deal of interest and was sought by many people for his views and life history. He rejected the very basis of thought and in doing so negated…"
363,Thought Is Your Enemy Conversations With U.G. Krishnamurti,U. G. Krishnamurti; Mahesh Bhatt,Winsome Books India,2009,,,8,epub; lit; mobi,"This is another book exploring the mind of U.G. About the Author Uppaluri Gopala Krishnamurti (July 9, 1918 March 22, 2007), better known as U.G. Krishnamurti, or just U.G., was a man of Indian descent who, while claiming to have no message, generated a great deal of interest and was sought by many people for his views and life history. He rejected the very basis of thought and in doing so negated…"
261,Foucault's Pendulum,Umberto Eco,,2011,Rennette,,,epub; mobi,
371,Foucault's Pendulum,Umberto Eco,,2011,Rennette,,,epub; lit,
260,The Island of the Day Before,Umberto Eco; William Weaver (Translator),"New York : Harcourt, 2006.",2006,Fiction; Historical Fiction; Historical; General; Adventure Fiction; Literary; Knights and knighthood; Transportation; Ships & Shipbuilding; Shipwrecks; Rennette; Shipwrecks - Oceania,fiction_general; history,6,epub; mobi,"From Publishers Weekly A 17th-century nobleman is stranded upon a deserted ship in semiotician Eco's latest. Copyright 1996 Reed Business Information, Inc. From Library Journal Eco, an Italian philosopher and best-selling novelist, is a great polymathic fabulist in the tradition of Swift, Voltaire, Joyce, and Borges. The Name of the Rose, which sold 50 million copies worldwide, is an experimental …"
372,The Island of the Day Before,Umberto Eco; William Weaver (Translator),"New York : Harcourt, 2006.",2006,Fiction; Historical Fiction; Historical; General; Adventure Fiction; Literary; Knights and knighthood; Transportation; Ships & Shipbuilding; Shipwrecks; Rennette; Shipwrecks - Oceania,fiction_general; history,6,epub; lit,"From Publishers Weekly A 17th-century nobleman is stranded upon a deserted ship in semiotician Eco's latest. Copyright 1996 Reed Business Information, Inc. From Library Journal Eco, an Italian philosopher and best-selling novelist, is a great polymathic fabulist in the tradition of Swift, Voltaire, Joyce, and Borges. The Name of the Rose, which sold 50 million copies worldwide, is an experimental …"
258,The Name of the Rose,Umberto Eco,,2011,Rennette,,,epub; mobi,
373,The Name of the Rose,Umberto Eco,,2011,Rennette,,,epub; lit,
259,The Prague Cemetery,Umberto Eco,Houghton Mifflin Harcourt,2011,Rennette,,,epub; mobi,
374,The Prague Cemetery,Umberto Eco,Houghton Mifflin Harcourt,2011,Rennette,,,epub; lit,
256,Cordelia's Honor,Unknown,,2010,,,,epub; mobi; txt,
54,Cordelia's Honor,Unknown,,2010,,,,epub; lit; txt,
262,The Terror of Living: A Novel,Urban Waite,"Hachette Digital, Inc.",2011,Fiction; Suspense; Crime; Thrillers; Suspense Fiction; Rennette; Drug Traffic; Drug Dealers; Wilderness Areas - Washington (State); Wilderness Areas; Sheriffs,fiction_general,6,epub; mobi,"From Publishers Weekly Drug smuggling in the Pacific Northwest provides the backdrop for Waite's promising debut. Phil Hunt leads a quiet life with his wife, Nora, raising horses near Auburn, Wash., except when he's helping make drug deliveries through the mountains to Canada. Twenty years earlier, Phil killed a man during a botched robbery, and though he did his time, he's still serving the emoti…"
375,The Terror of Living: A Novel,Urban Waite,"Hachette Digital, Inc.",2011,Fiction; Suspense; Crime; Thrillers; Suspense Fiction; Rennette; Drug Traffic; Drug Dealers; Wilderness Areas - Washington (State); Wilderness Areas; Sheriffs,fiction_general,6,epub; lit,"From Publishers Weekly Drug smuggling in the Pacific Northwest provides the backdrop for Waite's promising debut. Phil Hunt leads a quiet life with his wife, Nora, raising horses near Auburn, Wash., except when he's helping make drug deliveries through the mountains to Canada. Twenty years earlier, Phil killed a man during a botched robbery, and though he did his time, he's still serving the emoti…"
255,A Wizard of Earthsea,Ursula K. Le Guin,,2011,,,,epub; mobi,
376,A Wizard of Earthsea,Ursula K. Le Guin,,2011,,,,epub; lit,
254,Dragonfly,Ursula K. Le Guin,,2011,,,,epub; mobi,
377,Dragonfly,Ursula K. Le Guin,,2011,,,,epub; lit,
253,Tales From Earthsea,Ursula K. Le Guin,,2011,,,,epub; mobi,
378,Tales From Earthsea,Ursula K. Le Guin,,2011,,,,epub; lit,
252,Tehanu,Ursula K. Le Guin,,2011,,,,epub; mobi,
379,Tehanu,Ursula K. Le Guin,,2011,,,,epub; lit,
251,The Bones Of The Earth,Ursula K. Le Guin,,2011,,,,epub; mobi,
381,The Bones Of The Earth,Ursula K. Le Guin,,2011,,,,epub; lit,
250,The Farthest Shore,Ursula K. Le Guin,,2011,,,,epub; mobi,
382,The Farthest Shore,Ursula K. Le Guin,,2011,,,,epub; lit,
257,The Left Hand of Darkness,Ursula K. Le Guin,,2011,Science Fiction/Fantasy,fiction_sf; fiction_fantasy; fiction_general; science_general,,epub; mobi,
383,The Left Hand of Darkness,Ursula K. Le Guin,,2011,Science Fiction/Fantasy,fiction_sf; fiction_fantasy; fiction_general; science_general,,epub; lit,
249,The Other Wind,Ursula K. Le Guin,,2011,,,,epub; mobi,
384,The Other Wind,Ursula K. Le Guin,,2011,,,,epub; lit,
248,The Tombs of Atuan,Ursula K. Le Guin,,2011,,,,epub; mobi,
385,The Tombs of Atuan,Ursula K. Le Guin,,2011,,,,epub; lit,
245,The Wild Girls,Ursula K. Le Guin,www.Fictionwise.com,2001,Science Fiction/Fantasy,fiction_sf; fiction_fantasy; fiction_general; science_general,,epub; mobi,
386,The Wild Girls,Ursula K. Le Guin,www.Fictionwise.com,2001,Science Fiction/Fantasy,fiction_sf; fiction_fantasy; fiction_general; science_general,,epub; lit,
244,Unlocking The Air,Ursula K. Le Guin,,2011,,,,epub; mobi,
387,Unlocking The Air,Ursula K. Le Guin,,2011,,,,epub; lit,
247,The Language of Flowers,Vanessa Diffenbaugh,Random House Publishing Group,2011,Rennette,linguistics,,epub; mobi,
388,The Language of Flowers,Vanessa Diffenbaugh,Random House Publishing Group,2011,Rennette,linguistics,,epub; lit,
242,Big Machine: A Novel,Victor D. Lavalle,"Random House Digital, Inc.",2009,Fiction; General; Literary; Psychological; Psychological Fiction; Occult & Supernatural; Occult Fiction; Rennette; Parapsychologists; Ex-Drug Addicts; Belief and Doubt,philosophy; fiction_general,,epub; mobi,"A fiendishly imaginative comic novel about doubt, faith, and the monsters we carry within us. Ricky Rice was as good as invisible: a middling hustler, recovering dope fiend, and traumatized suicide cult survivor running out the string of his life as a porter at a bus depot in Utica, New York. Until one day a letter appears, summoning him to the frozen woods of Vermont. There, Ricky is inducted int…"
389,Big Machine: A Novel,Victor D. Lavalle,"Random House Digital, Inc.",2009,Fiction; General; Literary; Psychological; Psychological Fiction; Occult & Supernatural; Occult Fiction; Rennette; Parapsychologists; Ex-Drug Addicts; Belief and Doubt,philosophy; fiction_general,,epub; lit,"A fiendishly imaginative comic novel about doubt, faith, and the monsters we carry within us. Ricky Rice was as good as invisible: a middling hustler, recovering dope fiend, and traumatized suicide cult survivor running out the string of his life as a porter at a bus depot in Utica, New York. Until one day a letter appears, summoning him to the frozen woods of Vermont. There, Ricky is inducted int…"
241,Kill Shot,Vince Flynn,Simon and Schuster,2012,Fiction; General; Suspense; Espionage; Thrillers; Suspense Fiction; Intelligence Officers; Political; Pan Am Flight 103 Bombing Incident; 1988; Rapp; Mitch (Fictitious Character); Terrorism - Prevention,fiction_general,6,epub; mobi,"1 INTERNATIONALLY BESTSELLING AUTHOR VINCE FLYNN DELIVERS THE YOUNG, HUNGRY, AND LETHAL MITCH RAPP AT THE ONSET OF HIS CAREER AS A CIA SUPERAGENT. In the year since the CIA trained and then unleashed him, Mitch Rapp has been steadily working his way through a list of men, bullet by bullet. With each swift and untraceable kill, the tangled network of monsters responsible for the slaughter of 270 ci…"
390,Kill Shot,Vince Flynn,Simon and Schuster,2012,Fiction; General; Suspense; Espionage; Thrillers; Suspense Fiction; Intelligence Officers; Political; Pan Am Flight 103 Bombing Incident; 1988; Rapp; Mitch (Fictitious Character); Terrorism - Prevention,fiction_general,6,epub; lit; mobi,"1 INTERNATIONALLY BESTSELLING AUTHOR VINCE FLYNN DELIVERS THE YOUNG, HUNGRY, AND LETHAL MITCH RAPP AT THE ONSET OF HIS CAREER AS A CIA SUPERAGENT. In the year since the CIA trained and then unleashed him, Mitch Rapp has been steadily working his way through a list of men, bullet by bullet. With each swift and untraceable kill, the tangled network of monsters responsible for the slaughter of 270 ci…"
240,The Vigilantes,W. E. B. Griffin,Penguin,2010,Fiction; General; Police; Mystery & Detective; Mystery Fiction; Police Procedural; Rennette; Police - Pennsylvania - Philadelphia; Vigilantes; Pennsylvania; Philadelphia (Pa.); Philadelphia; Payne; Matt (Fictitious character),fiction_general,,epub; mobi,"Product Description The dramatic new novel in Griffin's New York Times - bestselling chronicle of the Philadelphia police force. There's a sudden spike in murders in Philadelphia, but no one seems to mind much because the victims all seem to be lowlifes. The more Homicide Sergeant Matthew Payne investigates, however, the more he gets a bad feeling-one that only gets worse when vigilante groups spr…"
391,The Vigilantes,W. E. B. Griffin,Penguin,2010,Fiction; General; Police; Mystery & Detective; Mystery Fiction; Police Procedural; Rennette; Police - Pennsylvania - Philadelphia; Vigilantes; Pennsylvania; Philadelphia (Pa.); Philadelphia; Payne; Matt (Fictitious character),fiction_general,,epub; lit,"Product Description The dramatic new novel in Griffin's New York Times - bestselling chronicle of the Philadelphia police force. There's a sudden spike in murders in Philadelphia, but no one seems to mind much because the victims all seem to be lowlifes. The more Homicide Sergeant Matthew Payne investigates, however, the more he gets a bad feeling-one that only gets worse when vigilante groups spr…"
243,I Know This Much Is True,Wally Lamb,,2011,Rennette,,,epub; mobi,
392,I Know This Much Is True,Wally Lamb,,2011,Rennette,,,epub; lit,
238,She's Come Undone,Wally Lamb,,2011,Rennette,,,epub; mobi,
393,She's Come Undone,Wally Lamb,,2011,Rennette,,,epub; lit,
246,Steve Jobs,Walter Isaacson,Vintage,2011,Science; Biography; History; Business; Non-Fiction; Rennette,fiction_general; biography; business_management; history; science_general,,epub; mobi,"Product Description Based on more than forty interviews with Jobs conducted over two years—as well as interviews with more than a hundred family members, friends, adversaries, competitors, and colleagues—Walter Isaacson has written a riveting story of the roller-coaster life and searingly intense personality of a creative entrepreneur whose passion for perfection and ferocious drive revolutionized…"
394,Steve Jobs,Walter Isaacson,Vintage,2011,Science; Biography; History; Business; Non-Fiction; Rennette,fiction_general; biography; business_management; history; science_general,,epub; lit; mobi,"Product Description Based on more than forty interviews with Jobs conducted over two years—as well as interviews with more than a hundred family members, friends, adversaries, competitors, and colleagues—Walter Isaacson has written a riveting story of the roller-coaster life and searingly intense personality of a creative entrepreneur whose passion for perfection and ferocious drive revolutionized…"
237,Brink of Madness,Walter J. Sheldon,,2010,,,,epub; mobi,
299,Brink of Madness,Walter J. Sheldon,,2010,,,,epub; lit,
235,This is Klon Calling,Walter J. Sheldon,manybooks.net,2010,Science Fiction; Post-1930; Short Story,fiction_sf; fiction_general; science_general,,epub; mobi,
300,This is Klon Calling,Walter J. Sheldon,manybooks.net,2010,Science Fiction; Post-1930; Short Story,fiction_sf; fiction_general; science_general,,epub; lit; mobi,
234,The Hoofer,Walter M. Miller,manybooks.net,2010,Short Story,,,epub; mobi,
301,The Hoofer,Walter M. Miller,manybooks.net,2010,Short Story,,,epub; lit; mobi,
233,Way of a Rebel,Walter M. Miller,,2010,,,,epub; mobi,
305,Way of a Rebel,Walter M. Miller,,2010,,,,epub; lit,
239,A Pound of Prevention,Warren Murphy; Richard Sapir,Gold Eagle,2000,Fiction; Action & Adventure; Men's Adventure; Remo (Fictitious Character); Chiun (Fictitious Character),fiction_general,6,epub; mobi,"Something funny is going on in the East African nation of Luzuland... and it's more than just the usual civil unrest or military coup. Organized crime lords are converging for what looks like an underworld summit -- and Dr. Harold Smith dispatches Remo for a look-see and quiet, effective neutralization"
306,A Pound of Prevention,Warren Murphy; Richard Sapir,Gold Eagle,2000,Fiction; Action & Adventure; Men's Adventure; Remo (Fictitious Character); Chiun (Fictitious Character),fiction_general,6,epub; lit; mobi,"Something funny is going on in the East African nation of Luzuland... and it's more than just the usual civil unrest or military coup. Organized crime lords are converging for what looks like an underworld summit -- and Dr. Harold Smith dispatches Remo for a look-see and quiet, effective neutralization"
232,Acid Rock,Warren Murphy; Richard Sapir,,2011,,,,epub; mobi,
307,Acid Rock,Warren Murphy; Richard Sapir,,2011,,,,epub; lit,
230,Air Raid,Warren Murphy; Richard Sapir,Gold Eagle,2002,Fiction; Action & Adventure; Men's Adventure; Thrillers; Technological,philosophy; fiction_general,8,epub; mobi,"Don't Breathe the Air They are tiny, genetically engineered blue seeds that mature quickly into trees that literally suck all the oxygen out of the air. They're the twisted experiment of the earth-friendly but highly secretive Congress of Concerned Scientists, and now they've been snatched by its head, Dr. Hubert St. Clair. Having killed off all but one of his scientific team, he's leading Remo an…"
308,Air Raid,Warren Murphy; Richard Sapir,Gold Eagle,2002,Fiction; Action & Adventure; Men's Adventure; Thrillers; Technological,philosophy; fiction_general,8,epub; lit; mobi,"Don't Breathe the Air They are tiny, genetically engineered blue seeds that mature quickly into trees that literally suck all the oxygen out of the air. They're the twisted experiment of the earth-friendly but highly secretive Congress of Concerned Scientists, and now they've been snatched by its head, Dr. Hubert St. Clair. Having killed off all but one of his scientific team, he's leading Remo an…"
236,American Obsession,Warren Murphy; Richard Sapir,,1997,Fiction; Action & Adventure; Men's Adventure; Paperback Collection,fiction_general,,epub; mobi,"Unabridged. The new body culture is finally bringing its rewards, thanks to a hormone treatment that rapidly restructures body fat to muscle--all overnight, during a true beauty snooze. But it's way--out expensive, and only the rich and famous can indulge. After all, what's a thousand bucks a day when the result is a body to die for? There are some side effects--no pain, no gain! But when innocent…"
309,American Obsession,Warren Murphy; Richard Sapir,,1997,Fiction; Action & Adventure; Men's Adventure; Paperback Collection,fiction_general,,epub; lit; mobi,"Unabridged. The new body culture is finally bringing its rewards, thanks to a hormone treatment that rapidly restructures body fat to muscle--all overnight, during a true beauty snooze. But it's way--out expensive, and only the rich and famous can indulge. After all, what's a thousand bucks a day when the result is a body to die for? There are some side effects--no pain, no gain! But when innocent…"
228,An Old-Fashioned War,Warren Murphy; Richard Sapir,Signet,1987,Adventure,,6,epub; mobi,From out of the mysterious past of Sinanju comes an invisible enemy! Remo and Chiun are forced to tangle with this ancient evil as the fate of the world hangs in the balance.
310,An Old-Fashioned War,Warren Murphy; Richard Sapir,Signet,1987,Adventure,,6,epub; lit; mobi,From out of the mysterious past of Sinanju comes an invisible enemy! Remo and Chiun are forced to tangle with this ancient evil as the fate of the world hangs in the balance.
229,Angry White Mailman,Warren Murphy; Richard Sapir,Gold Eagle,1996,Adventure,,6,epub; mobi,"A hard probe into stolen nukes puts Mack Bolan on a firefight through Scandinavia, racing to piece together a scenario involving China, thirty tactical nukes and an unknown target. With Phoenix Force's Gary Manning as point man, they're losing a battle against an enemy that is heavily armed, highly organized and deadly. While the endgame remains uncertain, Russian and Finnish gangsters, Chinese sp…"
311,Angry White Mailman,Warren Murphy; Richard Sapir,Gold Eagle,1996,Adventure,,6,epub; lit; mobi,"A hard probe into stolen nukes puts Mack Bolan on a firefight through Scandinavia, racing to piece together a scenario involving China, thirty tactical nukes and an unknown target. With Phoenix Force's Gary Manning as point man, they're losing a battle against an enemy that is heavily armed, highly organized and deadly. While the endgame remains uncertain, Russian and Finnish gangsters, Chinese sp…"
226,Arabian Nightmare,Warren Murphy; Richard Sapir,Signet,1991,Fiction; General; Men's Adventure; Mystery & Detective; Remo (Fictitious Character); Chiun (Fictitious Character),fiction_general,10,epub; mobi,
312,Arabian Nightmare,Warren Murphy; Richard Sapir,Signet,1991,Fiction; General; Men's Adventure; Mystery & Detective; Remo (Fictitious Character); Chiun (Fictitious Character),fiction_general,10,epub; lit; mobi,
225,Arms of Kali,Warren Murphy; Richard Sapir,Penguin Group (USA) Incorporated,1984,Adventure; Fiction; General; Men's Adventure; Espionage; Mystery & Detective,fiction_general,8,epub; mobi,"The murders of airline travelers across America lead Remo, the Destroyer, and his oriental mentor, Chiun, into a confrontation with the ancient and evil goddess Kali and her youthful, fanatic devotees"
313,Arms of Kali,Warren Murphy; Richard Sapir,Penguin Group (USA) Incorporated,1984,Adventure; Fiction; General; Men's Adventure; Espionage; Mystery & Detective,fiction_general,8,epub; lit; mobi,"The murders of airline travelers across America lead Remo, the Destroyer, and his oriental mentor, Chiun, into a confrontation with the ancient and evil goddess Kali and her youthful, fanatic devotees"
224,Assassins Play Off,Warren Murphy; Richard Sapir,,2011,,,,epub; mobi,
314,Assassins Play Off,Warren Murphy; Richard Sapir,,2011,,,,epub; lit,
223,Balance Of Power,Warren Murphy; Richard Sapir,,2011,,,,epub; mobi,
315,Balance Of Power,Warren Murphy; Richard Sapir,,2011,,,,epub; lit,
222,Bay City Blast,Warren Murphy; Richard Sapir,Pinnacle Books,1979,,,6,epub; mobi,"""Yes,"" Smith said, ""he is taking over the city. He is giving an open invitation to organized crime to move its operations into Bay City. He's opening the piers so that contraband can move in and out easily, so drugs can flow freely. Mob interests are coming from all over the country . . . setting up cutting rooms and jewelry factories for stolen diamonds . . . printing facilities for counterfeit s…"
316,Bay City Blast,Warren Murphy; Richard Sapir,Pinnacle Books,1979,,,6,epub; lit; mobi,"""Yes,"" Smith said, ""he is taking over the city. He is giving an open invitation to organized crime to move its operations into Bay City. He's opening the piers so that contraband can move in and out easily, so drugs can flow freely. Mob interests are coming from all over the country . . . setting up cutting rooms and jewelry factories for stolen diamonds . . . printing facilities for counterfeit s…"
231,Blood Ties,Warren Murphy; Richard Sapir,Signet,1987,Adventure,,8,epub; mobi,"Lyle Lavellete's revolutionary new car runs on cubes of compressed garbage, but every demonstration that he arranges with the Big Three automakers turns into an assassin's trap. CURE's number one agent, Remo Williams is blamed, and CURE sends Sinanju master Chiun out to stop Remo's double - only Remo is there to do the same thing."
318,Blood Ties,Warren Murphy; Richard Sapir,Signet,1987,Adventure,,8,epub; lit; mobi,"Lyle Lavellete's revolutionary new car runs on cubes of compressed garbage, but every demonstration that he arranges with the Big Three automakers turns into an assassin's trap. CURE's number one agent, Remo Williams is blamed, and CURE sends Sinanju master Chiun out to stop Remo's double - only Remo is there to do the same thing."
227,Blood lust,Warren Murphy; Richard Sapir,Signet,1991,Fiction; General; Men's Adventure; Mystery & Detective,fiction_general,10,epub; mobi,
317,Blood lust,Warren Murphy; Richard Sapir,Signet,1991,Fiction; General; Men's Adventure; Mystery & Detective,fiction_general,10,epub; lit; mobi,
220,Bloody Tourists,Warren Murphy; Richard Sapir,Harlequin,2004,Fiction; Action & Adventure; Remo (Fictitious Character); Chiun (Fictitious Character),fiction_general,4,epub; mobi,"A-Kickin' and A-Grinnin' The tiny Caribbean tourist trap of Union Island wants to declare its independence from the U.S. And while baby-faced island leader Greg Grom's ""Free Union Island"" movement is taken about as seriously as a summer day, good ol' Greg is touring Dixieland's hot spots, from the honky-tonks to the hee-haws, trying to rally support for the cause. And some weird stuff is happening…"
319,Bloody Tourists,Warren Murphy; Richard Sapir,Harlequin,2004,Fiction; Action & Adventure; Remo (Fictitious Character); Chiun (Fictitious Character),fiction_general,4,epub; lit; mobi,"A-Kickin' and A-Grinnin' The tiny Caribbean tourist trap of Union Island wants to declare its independence from the U.S. And while baby-faced island leader Greg Grom's ""Free Union Island"" movement is taken about as seriously as a summer day, good ol' Greg is touring Dixieland's hot spots, from the honky-tonks to the hee-haws, trying to rally support for the cause. And some weird stuff is happening…"
219,Blue Smoke and Mirrors,Warren Murphy; Richard Sapir,,2011,,,,epub; mobi,
320,Blue Smoke and Mirrors,Warren Murphy; Richard Sapir,,2011,,,,epub; lit,
217,Bottom Line,Warren Murphy; Richard Sapir,E-reads/E-rights,2008,Fiction; Action & Adventure; Men's Adventure,fiction_general,,epub; mobi,"The president is calling. Dr. Harold W. Smith, head of the secret agency known as CURE, took the phone from the bottom left drawer of his desk and answered with a sigh, ""Yes, sir."" The President of the United States could not directly assign CURE to do anything, he could only suggest. The one and only order any president could give CURE would be for its immediate dissolution. And five presidents n…"
321,Bottom Line,Warren Murphy; Richard Sapir,E-reads/E-rights,2008,Fiction; Action & Adventure; Men's Adventure,fiction_general,,epub; lit; mobi,"The president is calling. Dr. Harold W. Smith, head of the secret agency known as CURE, took the phone from the bottom left drawer of his desk and answered with a sigh, ""Yes, sir."" The President of the United States could not directly assign CURE to do anything, he could only suggest. The one and only order any president could give CURE would be for its immediate dissolution. And five presidents n…"
216,Brain Drain,Warren Murphy; Richard Sapir,,2011,,neuroscience,,epub; mobi,
322,Brain Drain,Warren Murphy; Richard Sapir,,2011,,neuroscience,,epub; lit,
218,By Eminent Domain,Warren Murphy; Richard Sapir,Gold Eagle,2001,Fiction; Action & Adventure; Men's Adventure; Assassins; Remo (Fictitious Character); Chiun (Fictitious Character); Alaska; Mass Murder,fiction_general,8,epub; mobi,"Those crazy Kremlin guys are at it again . . . Things are changing for the supersecret organization known as CURE. Dr. Harold Smith has a protege, Remo is thinking about apprentice shopping and Chiun is fantasizing about his retirement from the headaches of the job (i.e., REMO). Yet the world still has big trouble to dish out for the master assassins -- and this time it's a real doozy. Somebody's …"
323,By Eminent Domain,Warren Murphy; Richard Sapir,Gold Eagle,2001,Fiction; Action & Adventure; Men's Adventure; Assassins; Remo (Fictitious Character); Chiun (Fictitious Character); Alaska; Mass Murder,fiction_general,8,epub; lit; mobi,"Those crazy Kremlin guys are at it again . . . Things are changing for the supersecret organization known as CURE. Dr. Harold Smith has a protege, Remo is thinking about apprentice shopping and Chiun is fantasizing about his retirement from the headaches of the job (i.e., REMO). Yet the world still has big trouble to dish out for the master assassins -- and this time it's a real doozy. Somebody's …"
215,Chained Reaction,Warren Murphy; Richard Sapir,,2011,,,,epub; mobi,
324,Chained Reaction,Warren Murphy; Richard Sapir,,2011,,,,epub; lit,
214,Childs Play,Warren Murphy; Richard Sapir,,2011,,,,epub; mobi,
325,Childs Play,Warren Murphy; Richard Sapir,,2011,,,,epub; lit,
212,Chinese Puzzle,Warren Murphy; Richard Sapir,eReads.com,2002,,,,epub; mobi,"SUMMARY: A Chinese diplomat is decidedly deceased and the communist chairman's advisor is shanghaied while burrowing in the Bronx. The State Department is seeing red and a sour situation gets spicy. Now Remo Williams and his Korean mentor, Master Chiun, must save the abducted adviser and compromise the conspiracy before the kung fu hits the fan. As the US and China prepare for nuclear battle and a…"
326,Chinese Puzzle,Warren Murphy; Richard Sapir,eReads.com,2002,,,,epub; lit,"SUMMARY: A Chinese diplomat is decidedly deceased and the communist chairman's advisor is shanghaied while burrowing in the Bronx. The State Department is seeing red and a sour situation gets spicy. Now Remo Williams and his Korean mentor, Master Chiun, must save the abducted adviser and compromise the conspiracy before the kung fu hits the fan. As the US and China prepare for nuclear battle and a…"
213,Choke Hold,Warren Murphy; James Mullaney,Macmillan,2007,Adventure; Science Fiction; Fiction; Action & Adventure; Men's Adventure,fiction_sf; fiction_general; science_general,8,epub; mobi,"Pity poor tobacco tycoon Edgar Rawly. Thanks to lawsuits, government meddling and the inexplicable deaths of many of his best customers, his megabucks industry is gasping its last breath. That is, until the introduction of the Cheyenne Smooths, Rawly's latest product. Not quite tobacco, not quite legal, more addictive than crystal meth. Suddenly customers are once more beating a path to his door. …"
327,Choke Hold,Warren Murphy; James Mullaney,Macmillan,2007,Adventure; Science Fiction; Fiction; Action & Adventure; Men's Adventure,fiction_sf; fiction_general; science_general,8,epub; lit; mobi,"Pity poor tobacco tycoon Edgar Rawly. Thanks to lawsuits, government meddling and the inexplicable deaths of many of his best customers, his megabucks industry is gasping its last breath. That is, until the introduction of the Cheyenne Smooths, Rawly's latest product. Not quite tobacco, not quite legal, more addictive than crystal meth. Suddenly customers are once more beating a path to his door. …"
221,Coin of the Realm,Warren Murphy; Richard Sapir,Signet,1989,Fiction; General; Men's Adventure; Mystery & Detective,fiction_general,10,epub; mobi,"Remo and Chiun on Moo become embroiled in sin, lust, greed, and find their principles being attacked"
333,Coin of the Realm,Warren Murphy; Richard Sapir,Signet,1989,Fiction; General; Men's Adventure; Mystery & Detective,fiction_general,10,epub; lit; mobi,"Remo and Chiun on Moo become embroiled in sin, lust, greed, and find their principles being attacked"
210,Cold Warrior,Warren Murphy; Richard Sapir,Signet,1993,Fiction; General; Men's Adventure; Espionage; Mystery & Detective,fiction_general,10,epub; mobi,"Newest book in the adventure series with over 20 million copies in print. Things begin to get really out of hand when Castro, thinking the U.S. has launched an attack on Cuba, sends a MIG fighter to destroy a nuclear power plant in Florida. And Remo and Chiun prepare to face a countdown to chaos in a funland for fiends."
334,Cold Warrior,Warren Murphy; Richard Sapir,Signet,1993,Fiction; General; Men's Adventure; Espionage; Mystery & Detective,fiction_general,10,epub; lit; mobi,"Newest book in the adventure series with over 20 million copies in print. Things begin to get really out of hand when Castro, thinking the U.S. has launched an attack on Cuba, sends a MIG fighter to destroy a nuclear power plant in Florida. And Remo and Chiun prepare to face a countdown to chaos in a funland for fiends."
211,"Created, the Destroyer",Warren Murphy; Richard Sapir,eReads.com,2002,Fiction; Men's Adventure; Espionage; Assassins; Remo (Fictitious Character),fiction_general,6,epub; mobi,"Review ""A new hero...excellent."" The New York Times ""Outrageously original, rich in satire."" the L.A. Times ""Poker-faced wit, outrageous plots."" Armchair Detective ""Imaginatively orchestrated."" Mother Jones Magazine. ""Unbridled, wonderful weirdness."" Playboy ""One of the greatest adventure series in history."" Encyclopedia Mysteriosa Product Description When ex-New Jersey cop Remo Williams is electr…"
335,"Created, the Destroyer",Warren Murphy; Richard Sapir,eReads.com,2002,Fiction; Men's Adventure; Espionage; Assassins; Remo (Fictitious Character),fiction_general,6,epub; lit,"Review ""A new hero...excellent."" The New York Times ""Outrageously original, rich in satire."" the L.A. Times ""Poker-faced wit, outrageous plots."" Armchair Detective ""Imaginatively orchestrated."" Mother Jones Magazine. ""Unbridled, wonderful weirdness."" Playboy ""One of the greatest adventure series in history."" Encyclopedia Mysteriosa Product Description When ex-New Jersey cop Remo Williams is electr…"
208,Dangerous Games,Warren Murphy; Richard Sapir,,2011,,,,epub; mobi,
336,Dangerous Games,Warren Murphy; Richard Sapir,,2011,,,,epub; lit,
207,Dark Horse,Warren Murphy; Richard Sapir,Signet,1992,Fiction; General; Men's Adventure; Mystery & Detective,fiction_general,10,epub; mobi,"An ordinary California political campaign turns into a thriller when someone begins killing off the candidates, and it is up to Remo and Chiun to stop him. Original."
337,Dark Horse,Warren Murphy; Richard Sapir,Signet,1992,Fiction; General; Men's Adventure; Mystery & Detective,fiction_general,10,epub; lit; mobi,"An ordinary California political campaign turns into a thriller when someone begins killing off the candidates, and it is up to Remo and Chiun to stop him. Original."
